"Ensemle_ID"	"Ensemle_ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"ERR1084811_ER"	"ERR1084806_ER"	"ERR1084805_ER"	"ERR1084775_ER"	"ERR1084765_ER"	"ERR1084764_ER"	"ERR1084763_ER"	"ERR1084808_TN"	"ERR1084809_TN"	"ERR1084807_TN"	"ERR1084810_TN"	"ERR1084803_TN"	"ERR1084802_TN"	"ERR1084801_TN"	"ERR1084804_TN"	"ERR1084800_TN"	"ERR1084799_TN"	"ERR1084798_TN"	"ERR1084768_TN"	"ERR1084766_TN"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"94"	"ENSG00000049323"	"4052"	"LTBP1"	"latent transforming growth factor beta binding protein 1"	479	570	2965	728	484	102	89	1002	2840	1290	637	1498	285	2214	2273	6409	4921	1775	1216	173	1484.79364967114	1.75135821579579	0.575623728049602	3.04253999696982	0.0023459063914138	0.0159725043944989
"95"	"ENSG00000049883"	"79810"	"PTCD2"	"pentatricopeptide repeat domain 2"	97	213	312	125	411	327	352	95	163	215	7	176	83	156	306	110	114	172	151	22	150.414134539776	-0.778289052371969	0.289555192687578	-2.68787806962841	0.00719076484885303	0.0370879429087253
"96"	"ENSG00000050405"	"51474"	"LIMA1"	"LIM domain and actin binding 1"	1027	1900	2412	3686	1618	1456	1606	359	971	829	120	1452	72	655	116	380	2298	506	363	139	934.12769321155	-1.31059893171982	0.480515202090312	-2.72748692657073	0.00638187864582778	0.0339577056693295
"97"	"ENSG00000050426"	"25875"	"LETMD1"	"LETM1 domain containing 1"	2363	1581	2042	3081	1828	2396	2349	1203	1353	1399	114	809	1263	1517	1188	1504	1176	2347	1828	144	1338.60164292645	-0.687624529293741	0.203652125701562	-3.37646625059739	0.000734233792223111	0.00645766253140024
"98"	"ENSG00000051128"	"9454"	"HOMER3"	"homer scaffold protein 3"	388	362	1747	675	284	335	284	1155	1111	1260	102	890	1034	3555	1165	1284	1108	4344	1416	63	944.526411100973	1.44495194338297	0.426072226349333	3.39133098574294	0.000695540477063403	0.00618790369468856
"99"	"ENSG00000052723"	"80143"	"SIKE1"	"suppressor of IKBKE 1"	735	836	1110	857	1200	807	780	494	1596	1739	232	1091	1125	1348	4293	1980	1314	570	2166	282	1108.05169886052	0.88583041751862	0.299254207403846	2.96012686071673	0.00307512385575177	0.0195750813329577
"100"	"ENSG00000053254"	"1112"	"FOXN3"	"forkhead box N3"	1077	161	452	661	267	196	152	361	1494	1743	49	1894	726	1406	1200	1221	1861	1637	293	185	740.841193341308	1.47542567352832	0.437381184040969	3.37331766286068	0.000742682169401321	0.00651666954061173
"101"	"ENSG00000053371"	"8574"	"AKR7A2"	"aldo-keto reductase family 7 member A2"	1490	2065	2320	3909	2455	1966	1916	1093	1820	1855	65	2103	940	1607	804	730	1823	2038	1187	65	1320.30551032048	-0.766836804335208	0.297341621313761	-2.57897566088141	0.00990937683564121	0.0469460307565683
"102"	"ENSG00000053524"	"23101"	"MCF2L2"	"MCF.2 cell line derived transforming sequence-like 2"	48	0	0	2	0	0	0	382	193	489	1055	243	295	531	286	302	292	876	268	603	368.786378884429	4.2939743424578	1.20043237888388	3.57702309433722	0.000347529480393394	0.00357297361124169
"103"	"ENSG00000054116"	"27095"	"TRAPPC3"	"trafficking protein particle complex 3"	1048	1872	1289	1306	1207	871	740	1079	3023	2678	172	1736	1592	3027	3863	1801	2333	1720	1542	93	1386.39713674239	0.782863874602644	0.269406582250937	2.90588250688489	0.00366218933553545	0.0222901461367111
"104"	"ENSG00000054523"	"23095"	"KIF1B"	"kinesin family member 1B"	1399	931	3379	1653	1985	1350	1341	1226	2035	4880	215	2724	1302	2128	4770	2923	5176	4154	1815	404	1958.452985078	0.771212724458941	0.284653354913861	2.70930488310007	0.00674243500272446	0.0353455612265549
"105"	"ENSG00000054938"	"25884"	"CHRDL2"	"chordin like 2"	4	2	45	2	1	4	12	4	502	1485	2	0	0	2	45	1618	7	46	0	36	149.535630684803	4.89498738642074	1.30043770246145	3.76410755944369	0.000167144933854849	0.00195265486869093
"106"	"ENSG00000054967"	"84957"	"RELT"	"RELT, TNF receptor"	247	250	4195	217	390	482	364	1148	772	580	41	351	439	330	577	491	628	839	587	255	471.885698140066	1.01850884703985	0.355579222179383	2.86436547331787	0.0041784559849522	0.0246432123043268
"107"	"ENSG00000057252"	"6646"	"SOAT1"	"sterol O-acyltransferase 1"	464	1186	543	234	421	293	288	1115	1125	2528	86	646	299	1232	1314	836	1044	1513	1160	310	758.841896622892	1.27617357742505	0.353212246614099	3.6130501976035	0.000302616090693727	0.00319384797208224
"108"	"ENSG00000057657"	"639"	"PRDM1"	"PR/SET domain 1"	3	17	52	3	54	29	19	640	112	18	6	2	59	14	102	22	248	51	2	16	73.8949882443187	2.40143711779288	0.858047231726748	2.79872369375307	0.00513050188202483	0.0288884172439945
"109"	"ENSG00000057935"	"57504"	"MTA3"	"metastasis associated 1 family member 3"	2948	4334	2733	5248	2786	2909	2715	1765	1965	1845	223	2652	616	2382	2649	1385	2012	1000	3722	222	1966.26502482055	-0.763654930375029	0.269896757939076	-2.82943350711686	0.0046630488593553	0.0267961837060279
"110"	"ENSG00000058063"	"23200"	"ATP11B"	"ATPase phospholipid transporting 11B (putative)"	1068	910	1329	486	298	309	250	3332	650	3503	113	1895	2566	924	1068	1914	1639	1923	2018	336	1224.76918476793	1.5919459616932	0.412727396844147	3.85713663271631	0.000114723041333089	0.00142802145469526
"111"	"ENSG00000058085"	"3918"	"LAMC2"	"laminin subunit gamma 2"	101	293	3869	12	1	2	11	60034	2991	11571	830	3	3002	1011	6131	1834	9555	1373	828	2	1854.65616957843	3.407080689795	1.06008199930935	3.21397843941764	0.00130909502740351	0.010195893302926
"112"	"ENSG00000058404"	"816"	"CAMK2B"	"calcium/calmodulin dependent protein kinase II beta"	984	19	36	712	646	763	793	20	173	41	2	356	3	285	16	168	26	262	7	6	217.801831333724	-2.39468432133758	0.802774933837944	-2.9830083382013	0.00285430218121589	0.0185480137033571
"113"	"ENSG00000060138"	"8531"	"YBX3"	"Y-box binding protein 3"	3088	2205	7676	4101	705	523	536	4888	11145	7159	411	3393	6890	13840	5161	12134	5107	6003	16431	906	4897.23009206729	1.62721725499002	0.478293930886162	3.40212816829011	0.00066863272495661	0.00598301961017981
"114"	"ENSG00000060749"	"79832"	"QSER1"	"glutamine and serine rich 1"	1104	1403	1142	877	812	598	554	1388	1404	2633	72	1060	1021	1934	2038	3202	2605	5881	1778	65	1295.36953549349	1.10739145980674	0.386806328265532	2.86290936545006	0.00419770619475778	0.0247254176275248
"115"	"ENSG00000061918"	"2983"	"GUCY1B1"	"guanylate cyclase 1 soluble subunit beta 1"	128	112	1	0	0	0	1	0	91	285	32	1876	92	324	152	120	860	166	199	50	204.410656842596	3.31537693111645	1.16262624076199	2.85162747483106	0.00434960421053433	0.0254012624425927
"116"	"ENSG00000061938"	"10188"	"TNK2"	"tyrosine kinase non receptor 2"	7806	3366	3568	6216	7639	8597	7699	2682	1896	4067	114	775	2839	2851	2278	1249	2585	7052	2310	158	3127.8062439146	-1.34269670716824	0.377964343145969	-3.55244279392169	0.000381671998459672	0.00384412884162896
"117"	"ENSG00000061987"	"23041"	"MON2"	"MON2 homolog, regulator of endosome-to-Golgi trafficking"	1410	1614	2185	2224	1852	1867	1730	763	773	1676	55	1465	630	678	1330	1387	773	1253	1000	32	1004.75659635038	-0.921261007734124	0.272449699587431	-3.381398508162	0.000721178686761455	0.00637276058547598
"118"	"ENSG00000062598"	"63916"	"ELMO2"	"engulfment and cell motility 2"	3639	1019	3261	3209	2783	2228	2110	1171	807	1992	120	1445	1676	534	1733	970	1194	1361	1680	215	1424.55489998131	-0.946040446380749	0.272622615732106	-3.47014661215921	0.000520174343255719	0.00492335348270218
"119"	"ENSG00000062725"	"10513"	"APPBP2"	"amyloid beta precursor protein binding protein 2"	1827	2251	5740	1599	2194	2106	2051	948	1247	2174	55	1383	676	1142	1713	1434	1508	1275	716	62	1296.87392714496	-1.0938773911126	0.297311219022243	-3.67923348035773	0.000233936024870437	0.00258678159485119
"120"	"ENSG00000064205"	"8839"	"WISP2"	"WNT1 inducible signaling pathway protein 2"	105	55	1546	7	128	328	324	0	0	42	1	127	0	5	2	5	45	0	2	0	103.655124916412	-4.21123379247397	1.17140884322992	-3.59501622069231	0.000324371366210548	0.00337590786571589
"121"	"ENSG00000064218"	"58524"	"DMRT3"	"doublesex and mab-3 related transcription factor 3"	24	0	0	0	0	0	0	3	1	158	0	27	0	0	38	93	8	1292	15	0	12.8051510944933	4.69082672002281	1.46290264591243	3.20652008739589	0.00134350924597195	0.0104064432941838
"122"	"ENSG00000065054"	"9351"	"SLC9A3R2"	"SLC9A3 regulator 2"	8382	9083	6710	4515	2093	2480	2039	628	2877	4132	195	6326	820	1146	1183	490	1148	738	1134	49	2308.52448676304	-1.58258433326208	0.509453197587521	-3.10643713839915	0.00189356563811271	0.0134985117695269
"123"	"ENSG00000065135"	"2773"	"GNAI3"	"G protein subunit alpha i3"	836	1454	2211	2319	1645	913	970	1177	2440	2454	226	2578	1321	2492	5642	2068	1575	1993	2418	234	1582.2573278626	0.659713110969564	0.255682285821986	2.58020655927989	0.0098741233839873	0.0468551897940718
"124"	"ENSG00000065154"	"4942"	"OAT"	"ornithine aminotransferase"	1631	573	4431	3433	2197	1913	1677	1406	4029	4754	566	2285	4691	4539	7266	3847	14698	8180	5957	257	3352.26051380544	1.26694593075778	0.40074224604522	3.16149830286378	0.00156959733075663	0.0117448870738243
"125"	"ENSG00000065308"	"9697"	"TRAM2"	"translocation associated membrane protein 2"	802	819	1525	1746	514	549	517	1645	3944	4143	233	1137	3800	442	1653	1870	1370	597	782	608	1388.72394198671	1.2790269664116	0.443605527158414	2.88325299868243	0.00393591184231437	0.0235956885132047
"126"	"ENSG00000065325"	"9340"	"GLP2R"	"glucagon like peptide 2 receptor"	0	0	2	1	0	0	0	2	330	215	0	10	0	102	0	1	2	3	0	1	11.6174159487708	5.69642004657778	1.59898442206744	3.5625237919532	0.000367306608193419	0.00373316902181494
"127"	"ENSG00000065361"	"2065"	"ERBB3"	"erb-b2 receptor tyrosine kinase 3"	12946	13631	11088	15139	8213	9649	8566	3540	8113	4295	1119	3769	5314	7620	4048	5375	7585	5084	4910	35	5958.90493251367	-1.06770923409107	0.384262749313342	-2.77859156527405	0.00545951237552319	0.0302017783321761
"128"	"ENSG00000065427"	"3735"	"KARS"	"lysyl-tRNA synthetase"	3165	2370	3394	6077	2686	2626	2288	2948	7461	3771	902	7044	2861	5840	8059	5956	3922	4650	7754	1254	3972.57600873023	0.900553955895958	0.247361223377026	3.64064320026159	0.000271957798232651	0.00292441048554643
"129"	"ENSG00000065534"	"4638"	"MYLK"	"myosin light chain kinase"	80	224	946	198	165	112	124	21	1088	30553	135	336	3169	235	2081	233	11379	774	862	250	1075.54541707387	2.94954453715472	0.758677311812586	3.88774580606325	0.000101179504303434	0.00129067843354385
"130"	"ENSG00000065600"	"55248"	"TMEM206"	"transmembrane protein 206"	114	614	248	346	181	184	177	379	370	523	138	426	287	526	794	493	528	211	891	82	359.169605124817	1.05347517429408	0.329047199348243	3.2015928911741	0.00136670001736263	0.010554900281322
"131"	"ENSG00000065911"	"10797"	"MTHFD2"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"	1320	2415	3504	3264	2073	2481	2445	1957	3881	9875	1249	4110	3670	2597	4784	2232	2158	6863	3685	651	3034.00088773877	0.881964846370355	0.278898740945391	3.16231203977735	0.00156521743970003	0.0117221467135958
"132"	"ENSG00000066248"	"25791"	"NGEF"	"neuronal guanine nucleotide exchange factor"	320	377	211	411	52	38	34	4144	1003	4391	2	220	422	484	337	1818	298	53	93	51	625.764822422378	2.40930249978653	0.813596771926273	2.96129800771242	0.00306345365185662	0.0195335403752517
"133"	"ENSG00000066405"	"51208"	"CLDN18"	"claudin 18"	0	2	6	0	0	0	1	3	2	58	0	0	17	0	2	45	0	15	4	23	12.7733348894133	4.24208019054245	1.3606759379201	3.11762710894029	0.00182313311327806	0.0131324669491743
"134"	"ENSG00000066468"	"2263"	"FGFR2"	"fibroblast growth factor receptor 2"	1183	193	861	102	82	455	464	135	1708	2916	142	348	17041	1820	7892	12189	563	3882	11	20	2307.45240507299	3.0941449855978	0.889389792067583	3.47895266304415	0.000503377496158449	0.00479552546013354
"135"	"ENSG00000066629"	"2009"	"EML1"	"echinoderm microtubule associated protein like 1"	501	0	2	79	0	0	0	486	224	363	30	2879	191	120	171	908	361	441	446	243	370.808418619128	3.84713677268951	1.09746754576534	3.50546746237186	0.000455806211013333	0.00444303550727889
"136"	"ENSG00000066651"	"60487"	"TRMT11"	"tRNA methyltransferase 11 homolog"	56	207	268	159	445	348	327	164	398	933	53	301	251	963	1088	182	340	699	508	80	335.743835753149	1.00157818302551	0.373048623266098	2.68484621188664	0.00725631864228837	0.0372867298258811
"137"	"ENSG00000066923"	"10734"	"STAG3"	"stromal antigen 3"	192	82	154	291	210	186	156	182	718	310	518	611	399	222	382	577	166	258	185	687	570.902950700648	2.47442033394142	0.652817661529073	3.79036977667803	0.00015042318024657	0.00178675215051033
"138"	"ENSG00000067082"	"1316"	"KLF6"	"Kruppel like factor 6"	3258	2862	5614	2335	2328	1714	1583	3672	2245	7083	457	2370	5394	6470	9430	1428	10228	13310	5094	571	3765.0628969423	1.05108501154713	0.378489483011664	2.7770520945089	0.00548543863225507	0.0303260115953106
"139"	"ENSG00000067113"	"8611"	"PLPP1"	"phospholipid phosphatase 1"	618	769	315	235	357	304	252	280	380	1229	1175	1356	627	294	950	1565	653	483	500	454	925.908333943004	1.90728998660209	0.597117482768927	3.19416202278603	0.00140237386162986	0.0107449778758301
"140"	"ENSG00000067955"	"865"	"CBFB"	"core-binding factor subunit beta"	614	974	1406	529	768	786	666	1110	1601	1635	143	1061	829	1873	679	1632	1391	1342	1646	268	951.802572012795	0.784778174448781	0.220114988546176	3.56531002105815	0.000363426337337496	0.0037030235234462
"141"	"ENSG00000067992"	"5165"	"PDK3"	"pyruvate dehydrogenase kinase 3"	290	708	1038	358	239	212	209	508	661	729	179	1391	93	994	862	5180	5480	246	2284	23	936.144855142879	1.88536808713322	0.637346952041392	2.95815031529447	0.00309491164775554	0.0196593538427076
"142"	"ENSG00000068078"	"2261"	"FGFR3"	"fibroblast growth factor receptor 3"	2513	4665	141	1048	1877	1947	1696	62	1050	354	262	707	218	183	282	325	130	975	60	141	860.872585643871	-1.87199902731009	0.624512415357848	-2.9975369284491	0.00272170881995502	0.0178891627433586
"143"	"ENSG00000068650"	"23250"	"ATP11A"	"ATPase phospholipid transporting 11A"	1481	216	416	1775	1309	1305	1231	3159	1515	7247	276	938	419	1795	2255	1971	2894	14546	3950	139	2005.39552075651	1.56015002875081	0.533841878876385	2.92249463836477	0.00347239599519583	0.0214082110404328
"144"	"ENSG00000069188"	"54549"	"SDK2"	"sidekick cell adhesion molecule 2"	225	10	2	4	454	387	304	2	679	550	24	1053	4372	37	917	4233	64	2197	273	82	716.149788783596	2.65618471213102	0.977163318611313	2.71826076720301	0.00656260942947611	0.0346801445712009
"145"	"ENSG00000069482"	"51083"	"GAL"	"galanin and GMAP prepropeptide"	23	0	38	39	269	272	225	1229	1080	332	3	168	382	1516	497	264	387	869	1843	17	400.181501960049	2.51839184642541	0.771730375918885	3.26330532658741	0.00110120810503755	0.00886475904567826
"146"	"ENSG00000069493"	"29121"	"CLEC2D"	"C-type lectin domain family 2 member D"	342	162	298	795	284	296	281	78	266	262	6	62	113	236	143	87	158	211	199	6	172.058621782184	-1.22262290134189	0.353814991116679	-3.45554295900002	0.000549185669169672	0.00513676624297896
"147"	"ENSG00000069812"	"54626"	"HES2"	"hes family bHLH transcription factor 2"	9	2	22	78	4	2	0	805	2	418	34	163	2	251	1	2	244	78	2	2	101.107853767606	3.57433305618039	1.10494253419	3.23485877824464	0.00121702909934385	0.00960837513199615
"148"	"ENSG00000069849"	"483"	"ATP1B3"	"ATPase Na+/K+ transporting subunit beta 3"	1864	1211	1953	1813	998	907	968	3728	1431	4624	261	2769	2302	3295	1291	1586	2373	3671	1645	219	1710.09697641182	0.88631841861015	0.287257804632639	3.0854459106642	0.00203247188107843	0.0142642868678202
"149"	"ENSG00000070018"	"4040"	"LRP6"	"LDL receptor related protein 6"	585	718	1027	1206	779	707	677	570	4581	4239	8	423	3329	1997	1068	5020	2570	1723	3075	172	1436.74649503912	1.54730269419901	0.517889822144694	2.98770631906086	0.00281079505155201	0.0183334299470417
"150"	"ENSG00000070182"	"6710"	"SPTB"	"spectrin beta, erythrocytic"	73	190	311	393	153	112	133	387	223	200	207	366	154	229	437	541	632	727	286	139	326.534048297605	1.476946372996	0.429441304891168	3.43922756421928	0.000583376626419362	0.00537982376269361
"151"	"ENSG00000070190"	"27071"	"DAPP1"	"dual adaptor of phosphotyrosine and 3-phosphoinositides 1"	55	87	474	176	52	22	42	531	563	1679	71	69	101	719	2074	77	740	69	154	1	312.386342548031	2.13237525340532	0.732107220376391	2.91265431354306	0.00358371083098178	0.0219053511209898
"152"	"ENSG00000070413"	"9993"	"DGCR2"	"DiGeorge syndrome critical region gene 2"	8805	3195	3861	4501	3890	4360	3720	2450	3666	3704	299	1898	2455	1494	4293	3048	3183	2942	4492	216	2834.86581283975	-0.678349548768499	0.262765567628066	-2.58157701137112	0.00983500455759337	0.0467173489864652
"153"	"ENSG00000070501"	"5423"	"POLB"	"DNA polymerase beta"	650	491	507	543	321	234	242	493	829	2117	31	878	1214	813	1009	792	1177	861	322	64	569.020811412498	1.02071608746078	0.343434068981857	2.97208745331175	0.00295782419453902	0.0190367742699815
"154"	"ENSG00000070669"	"440"	"ASNS"	"asparagine synthetase (glutamine-hydrolyzing)"	626	979	1330	1214	227	384	308	645	2602	3093	119	1853	1451	3418	3735	2294	617	2268	3994	65	1279.10250638748	1.55821899451513	0.428232025333258	3.63872597642013	0.000273990146841705	0.00294264520115373
"155"	"ENSG00000070729"	"1258"	"CNGB1"	"cyclic nucleotide gated channel beta 1"	0	0	5	2	1	0	0	68	101	56	8	2	1	0	7	0	12	1	48	0	14.8646416548873	4.72062461646916	1.26132679656991	3.74258648060642	0.000182135819824778	0.00210157331568168
"156"	"ENSG00000070761"	"29105"	"CFAP20"	"cilia and flagella associated protein 20"	754	1185	1044	601	876	990	820	645	1668	3475	232	1764	736	3160	1365	1224	1670	1530	1466	92	1075.30860835261	0.832287945611108	0.261076683720614	3.18790607322775	0.00143307079296333	0.0109307986518068
"157"	"ENSG00000070785"	"8891"	"EIF2B3"	"eukaryotic translation initiation factor 2B subunit gamma"	418	605	431	652	494	249	273	317	1198	848	154	779	459	1196	1030	331	559	452	1036	200	556.639835556805	0.910869407731242	0.298137760643754	3.0551963822511	0.00224913198844271	0.0154257282062989
"158"	"ENSG00000070814"	"6949"	"TCOF1"	"treacle ribosome biogenesis factor 1"	2633	1750	3525	2682	2716	2909	2537	4370	3274	3487	368	4341	4771	5144	5217	9051	4264	7085	3329	1078	3431.12403027178	0.963028541732071	0.249352718059814	3.8621136726533	0.000112410237812566	0.0014053166245919
"159"	"ENSG00000070882"	"26031"	"OSBPL3"	"oxysterol binding protein like 3"	15	3	1280	219	0	0	1	1983	1054	3612	51	415	502	988	832	597	653	875	2330	97	628.038160082753	3.26663490966449	0.960993570215917	3.39922660349386	0.000675767027304299	0.00603861731690284
"160"	"ENSG00000070915"	"6559"	"SLC12A3"	"solute carrier family 12 member 3"	0	2	0	52	19	33	38	4	7	0	0	0	0	0	0	0	0	1	0	0	6.15789037435508	-4.05210147294513	1.47526256340277	-2.74669850199326	0.00601984452078706	0.0325061688792839
"161"	"ENSG00000070961"	"490"	"ATP2B1"	"ATPase plasma membrane Ca2+ transporting 1"	1669	500	3557	1356	755	715	684	1148	612	283	91	396	647	311	835	519	160	318	401	26	639.425650633739	-1.25486608918882	0.447519042402527	-2.80405071134405	0.00504649670536582	0.0284817019779706
"162"	"ENSG00000070985"	"29850"	"TRPM5"	"transient receptor potential cation channel subfamily M member 5"	21	7	3	1	124	171	151	0	4	6	2	0	3	2	1	0	25	2	3	2	22.3132036185973	-3.69418404503496	0.954751642650704	-3.86926178495874	0.000109165381362532	0.00137055072139547
"163"	"ENSG00000071051"	"8440"	"NCK2"	"NCK adaptor protein 2"	1724	491	2337	1715	1010	966	893	855	5085	6705	322	3727	2612	2985	3775	3656	1335	2145	1315	69	1816.06640435431	1.12527479311566	0.391151823776126	2.87682358796749	0.00401700098631925	0.0239331860218526
"164"	"ENSG00000071073"	"11320"	"MGAT4A"	"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"	338	383	691	1468	1850	1241	1068	254	258	545	106	502	253	127	174	537	655	791	163	22	484.529258582824	-1.28497285919153	0.412641466399607	-3.11401777044662	0.00184558373771183	0.0132432625688012
"165"	"ENSG00000071189"	"23161"	"SNX13"	"sorting nexin 13"	866	1523	926	1104	1575	1539	1477	895	894	1357	54	610	462	597	822	644	750	1045	1413	49	773.508476263595	-0.682741747246815	0.254395794629559	-2.68377764750788	0.00727955027895368	0.0373768138539777
"166"	"ENSG00000071539"	"9319"	"TRIP13"	"thyroid hormone receptor interactor 13"	975	1979	1353	1066	1321	1392	1197	2598	1571	2726	140	1066	2262	3037	2665	2505	4684	2884	2234	105	1609.53292564841	0.854174202687222	0.307397849381712	2.77872536976193	0.00545726420473692	0.0301957106113154
"167"	"ENSG00000071553"	"537"	"ATP6AP1"	"ATPase H+ transporting accessory protein 1"	18172	8923	8952	15899	17771	18167	17328	6009	8636	13191	1191	5961	9888	9789	4739	3047	3917	7850	5979	266	7878.00033375863	-1.10407427830285	0.315882366145682	-3.49520706639782	0.000473694106148764	0.00458603740197993
"168"	"ENSG00000071564"	"6929"	"TCF3"	"transcription factor 3"	4349	3783	7346	4636	1857	2455	2158	3704	6487	4828	881	6516	5980	9522	4722	4139	7344	7270	6681	539	4230.8372741293	0.713480636149206	0.260099133738988	2.7431103898454	0.00608602221251319	0.0327287481171998
